magnitude,depth_km,latitude,longitude,gap,dmin,rms,earthquake_risk,severe_earthquake
3.032314058477449,40.25710450774624,50.694307040578565,155.63093903182937,274.10248562140424,0.4226788465766038,0.06131846806425705,0.4146456984380169,0
2.0,31.324385574805518,13.359906536637581,-165.0011041172828,200.34152880891682,0.9311580528926034,0.2235237798343095,0.38515643093711466,0
4.556984766514228,91.71645242087334,32.613437748044376,117.69237033385645,264.3762681705119,0.4113855322441201,0.6379108387034863,0.5266638021679454,0
2.0,9.748173304102872,67.9428470348067,80.72873951783822,82.06398103724376,0.4785545741460909,0.9649555956721213,0.4467697536288744,0
5.829600812819839,88.50915705072994,67.24255783829,-170.23434148363106,125.7272778244691,1.742987786174146,0.4673822604210922,0.5714856286269412,0
2.0,17.532161385481857,-63.23659911307741,118.9672795369953,179.0571836484963,3.425469541604299,0.47917158793175757,0.3660448965945286,0
2.0,102.85752396137883,8.471890307036276,67.09915009298109,58.225292556281666,0.1972455421048686,0.03518874042269313,0.43268986384641084,0
3.489442841581244,17.868003309528653,-80.29763215153139,137.5296224899787,275.0688493910218,2.5170974672743407,0.059588086128513455,0.5174849690725604,0
3.5811518759006846,13.486596763093686,60.13193672007429,71.10618909808795,124.7787039864864,0.37861570799557975,0.06871134431643329,0.4921302540757537,0
2.2669123820309798,11.411318878866442,-89.43527572421266,162.01667880552174,228.50350352001996,1.0934882759402431,0.061329547908435325,0.34834062678969413,0
2.0,42.493047447623574,-7.543686792902662,136.5711255187651,178.48834860344905,1.2880513850170408,2.1808012647852535,0.5155757818774169,0
2.0,38.366323812398484,-5.704604144338575,4.835137369458323,288.0778019957283,2.4239542112829087,0.6124262207093573,0.43842368845743557,0
2.0,8.782541567114992,-18.35068317025282,-77.61590045116083,276.0310559510204,0.518220127959918,0.5720786267044811,0.4745977949290953,0
2.6069204937521295,1.7665722573552785,11.860891566068958,120.69563165272535,142.96731118819923,0.8013391468877081,0.2569504052884596,0.39756200140180414,0
4.6328454146391795,26.83891937850212,-18.71480899058875,173.21523929372046,77.01072905427395,2.6765929902492354,0.2347326179396392,0.5569517041329969,0
2.296672262808783,60.87946577241476,-32.83304598112955,102.80772147687298,198.58813037062134,0.32267647519274584,0.7587142566579111,0.4125730508390392,0
3.7376587061067994,34.40113207259469,-77.55753200076099,-135.35475844481135,103.68902391097835,0.2547788788233041,0.06579558447774222,0.4996711379355157,0
2.0,101.16672659952022,-39.54088382371586,-93.91704502935904,44.07571354399901,0.2877229524839759,0.014844889453782704,0.3130334184738357,0
4.413391903475073,45.09571023701945,63.46752513935439,-53.324027406111995,294.69272931996755,0.06324751804223581,0.32056369504097215,0.4865549385080125,0
2.0,15.350925537234236,39.215068294552054,78.78668538167756,255.827958964767,1.6753496946653486,0.44468725671281956,0.47407660383761596,0
7.285463535433598,95.01991282652669,-83.00075455269733,-167.74164799160863,133.79892959076133,1.8334663262023136,0.13011516761952965,0.5969706417648326,0
2.0,73.49407776542462,40.78316669661757,77.24694927446603,128.67997866671658,0.2655370067922589,0.1847603619130428,0.31284131063746723,0
6.783584788555013,49.868841878853345,-18.8914159332773,-103.14208710287396,227.32066107832225,2.342944448374888,0.2583144741519709,0.6205894601716759,0
4.47100630506441,114.44354420197054,-58.35767265863841,142.0796193610849,133.44665786444745,0.2661868556100855,1.8270505605379026,0.613667401511172,0
9.0,196.8943531574969,-21.88033418484163,3.1167287081779875,144.1432608890272,1.0404851063501193,0.17809769523745486,0.7959930742750798,1
2.0,5.157327226891359,-47.11210186533144,10.529038177280597,225.24295512457124,0.18100072755374802,0.7042243174720076,0.5086962501128036,0
4.753568416128415,39.023343852184794,35.6941069887655,-24.584409674232575,168.8393226848098,2.1790352123245533,0.224191385598267,0.5134801343690403,0
2.0,16.39710260086248,-45.60573502769911,116.7669265191372,119.03772585417572,0.1421470068730391,0.09961377309657071,0.3924842120564255,0
2.0,73.43195297562589,-57.633579261048716,120.36028812665023,42.736317762340676,0.15531521123083225,0.29455693180828074,0.4526589542106209,0
2.0,37.270016955967,-89.38587387936164,-131.31089792786713,220.83064569841687,0.32863975218400426,1.3279090474793198,0.4418531033009112,0
3.6336184218813257,59.82540085073615,14.198164855078815,-128.89339357767793,278.4193595184155,0.0802277931826694,0.576329479596415,0.47106729850494444,0
2.0,297.29158374937,10.110561920298494,-54.06564078497064,33.45400397056308,0.2342177318520701,0.09777582519469348,0.32606889635636976,0
3.144973099327146,2.186799358559484,-83.73013793192385,28.89619633300586,113.95683719457783,0.8856362214826277,0.8467592572235612,0.5096158564237323,0
3.464211643660931,58.66067376754276,-72.65935149685197,7.95382715001935,21.027596119529925,0.27170394850187385,1.9663241624783736,0.6265554005201266,0
2.6789324242965984,86.72831134919127,-46.24481014442154,62.94840811518412,153.6504171629647,1.0646352289027818,0.24054657208714875,0.392967327036343,0
2.0,116.22392782726124,26.196969338002077,-97.06999975864038,58.09570807134707,0.5003599036932409,0.21165541072995422,0.33179707785047785,0
2.191094670499588,25.7200654889187,28.968521467330206,49.73599318580551,94.11356510369357,0.20117978623094088,0.04551175779655718,0.42008503881483755,0
2.0141322145169775,3.9628638324557715,-12.48059519135687,58.11517506428862,226.3838130951067,0.9866755001532784,0.27623721374869903,0.39583088281624457,0
2.0,140.05126175612043,71.15086347020218,70.56756783697642,142.12706968298318,1.5082401722745298,0.7766375560889544,0.35846359491462826,0
9.0,50.17508108566291,18.9063299480774,143.8607589386549,260.419372894842,0.10940595666455546,0.5161472284005074,0.8349058891642953,1
2.0,58.16344117003317,-59.50554805175886,-133.67327150318232,190.07055696287708,0.07093950239595215,0.8201794159419785,0.44254409033679937,0
2.3249964636403226,26.647540025088663,80.12229970616525,20.916372550490195,80.97818215942095,0.31723987193149683,0.5838528872799413,0.39161634418248364,0
2.091290775565228,112.49985120845123,-63.851521347982185,-113.01608332175871,291.84732112804954,0.27059695151856467,1.311409484551067,0.4476171263964447,0
2.82873662549705,19.659742205964097,2.7520580814305333,-155.29988727643638,88.33148610364015,1.5224583775039908,0.08180621572436864,0.44822833224352054,0
2.2847767831945998,34.990890194529,66.74136874347573,151.11550879871606,171.197766485865,0.21044867946683754,0.1700700143519309,0.34927534325214576,0
6.736439428792725,82.9605103580135,-69.58794188918043,43.51806991378916,134.27798428958656,0.05104675016404476,0.4674588488510015,0.6340364330727046,0
2.0,105.24901587371325,-7.833210821422256,85.48036033916424,122.75570599656248,1.4587942991598335,0.1686927288964714,0.3136278016062194,0
2.0,51.23549457091679,39.87660043681345,-118.46082731252034,212.8997857473073,0.745167661535034,0.1319566178628257,0.36389020781271453,0
2.4143331258970298,115.50457162201002,32.9028113687895,-109.108258236184,231.8349639613865,0.7222027168570357,2.254762581377439,0.5570753398711625,0
2.0,6.498486143133318,-67.83025267755076,-23.102170405318674,108.90009000186853,0.9915880087414313,0.47593955684684236,0.398376164717431,0
3.098768326105173,19.716607394909992,62.57100801348747,-134.18878422595114,153.97079684608678,2.369126869024635,0.05366394326756059,0.4268655458485312,0
2.0,158.20981765454357,-75.80977251084812,-178.61597739898977,256.8862826445695,1.2484042751837456,0.01278080438490595,0.32800126737164925,0
2.0935193733662563,46.39515864592281,-87.18364290333884,-24.098515373666743,104.28329327287422,0.009213050912533466,0.39599274385311795,0.4005660223602904,0
7.022225917956183,13.80611539990641,-50.435029054138326,62.42988949149793,26.054580346099797,1.992716321848066,0.11907744137271564,0.6585094872029481,1
3.8146561308059854,24.27884827034215,-25.164584403781333,16.40287384975261,188.70285444201951,1.915076982540473,0.19259813578731283,0.5517186539333225,0
3.3062020884960654,51.27209357176067,57.18232979532968,135.65411601024152,123.90969337367844,1.6297674331228977,0.1472285172192019,0.48450015098177857,0
5.739081121954896,5.534420221355852,39.68426619749073,87.58116502076706,100.15640194934261,1.0155747155141617,0.031603793456673454,0.661320425418529,1
2.0,42.275886317951446,-22.031879160651258,-8.07423618988011,173.63552103619995,0.3144840651474804,0.44275050893958007,0.42497543888876027,0
2.0,49.80854468112949,53.91395760884086,-72.07950464338383,204.73423418601067,1.049852709007282,0.5186749264999901,0.41754602591463635,0
2.0,5.5145872362219865,46.19271517438173,-41.90807564963828,214.71066651627586,2.1780113158897576,0.3708698577397797,0.4231769155070353,0
2.707099936146475,116.11715894146757,23.968547278066126,76.67886530131688,210.7245400590299,0.9349940943825352,0.2618147609693386,0.3875249659744854,0
2.0,13.312994741062074,49.02882866768394,90.49586165511244,62.27141203441283,1.1314480384898984,0.9839845000175185,0.4521404237904216,0
5.038419619467561,25.02576904838001,27.88107346496365,-96.26106430263698,224.60673872999513,1.0641895624478341,1.1391426498675747,0.5883428962032068,0
2.0,19.592114127354343,52.94364483105372,94.96711391878057,210.99041933531095,1.6143802035684856,0.045792717383501075,0.331797227082146,0
2.3591881461446147,6.619613902007594,24.655636689897335,-107.45754413742581,22.186007816379465,0.5560875568153125,1.02162258430175,0.5019784224331697,0
3.841871067282397,57.051927391502865,-17.708578097752266,-23.92578402523168,51.07402499272614,0.818487719693409,0.25523884490278,0.4300958322724228,0
2.16845020580903,39.099325112859006,44.96647174776484,-153.1063029462681,76.95562361767519,1.2132412096592142,0.7939722775702384,0.509670686847427,0
2.0,82.1111935398849,82.2742254216335,-48.350760626619405,188.57011152172217,0.1768153276156574,0.518686754083088,0.4207903946642513,0
4.1650462151293235,60.275191223267555,48.35389878875847,-138.594720137693,249.55363742683224,0.1672957893425724,0.03324963504630233,0.4851928770072241,0
2.206294822810789,24.989981395918715,-53.49888644639441,-120.65032716881619,251.74337285608146,0.33628668535492173,1.0749235592316542,0.3974472447336756,0
2.0,12.313663625301208,18.957754679115567,-167.23618893479224,53.26846289074616,2.887878570828501,2.232766689865333,0.5059991458939023,0
2.366308599314693,48.756659264425075,51.47150909018683,-115.34565329024639,258.0335681798921,0.4100204838697264,0.04182196845061055,0.42662064739817657,0
6.635452068075191,53.861553777500106,34.96657463823267,-157.93330758702993,197.15094129992565,0.018435847508186803,0.08583067847504074,0.5750119672182845,0
5.29340367732472,30.573053187686238,89.06997867713682,93.93063321350758,206.7111959598508,0.13221552162463457,0.1407522824988839,0.6447142641252088,0
2.8676391789500637,84.7304578002584,-85.44863590333073,152.03941961855224,156.18819037957542,2.730384177910115,0.013907768247773289,0.45374119355351983,0
2.0,33.75753892485097,48.0855461593799,54.692037187084594,21.998492479552368,1.3647678660380078,0.30872462197917044,0.3378036943298006,0
2.5698554573319927,9.640249537825902,-48.05897578756937,-159.97438590005405,206.99886313490356,0.7298308542831825,0.6504553519450955,0.5017987559425423,0
2.0,57.58432326679605,31.754886529590607,-159.2131395828765,167.99358388719762,1.0490644830040392,0.8378935826948455,0.4960323915917288,0
2.0,20.830645666930156,50.03115550659422,-89.84721977483801,73.47589726525894,0.6805071043498861,0.62113668818991,0.466230485270174,0
3.204089862432192,18.326693146303644,-24.476924945000903,87.38758684374545,216.2944038724756,0.8407852881360747,0.964655392874573,0.5343731404398522,0
5.812871299063327,5.704962812009082,89.72032058748249,129.3328431716032,61.8565711322718,0.18919835370253632,0.3436727320363578,0.6838711637247663,1
2.8599856471879126,26.035354534336534,-72.88070733263214,-152.90066318678424,158.85932794987028,0.5147514810199552,0.4340363309365248,0.4372251103270119,0
2.4587018968333303,149.30478386405898,35.72801644364763,-23.21443498298612,106.26055119179912,0.2712619378733602,1.4525687818969641,0.41878356815986173,0
5.590476727738049,33.418835550082576,-14.427793967959701,-31.819558282057613,54.912836327888314,0.3191376358198847,0.7553320333734331,0.6983605738946699,1
2.0,3.005709385925598,-29.42958988586492,-179.46266262377065,209.5411134935839,0.5365057835663367,1.2457182598116394,0.4870923390190487,0
6.177889086263076,14.19840774705439,19.887804897198336,-144.47638567311597,251.43736515489215,0.42984107425386936,0.3834353518436661,0.6758396776619747,1
2.0,0.517341017750786,-78.39753272000584,160.40375110133255,251.54724132399818,0.6721349244005589,0.34943982185823225,0.33816945463859344,0
2.0,28.348769157042046,51.01124456430071,-99.52752065602168,182.3758576400731,0.7657486372565604,0.23372449984602986,0.3845554615464053,0
