rainfall_mm,humidity_percent,pressure_hpa,river_level_m,soil_moisture,flood_risk,flood_occurred
119.68396949346183,49.384011272888074,1021.3608449768881,5.550133623532156,0.25650145632724025,0.49095510899137274,0
74.72323651077937,89.95199961906765,1003.1478646260426,0.5970723162159761,0.12811773438026644,0.4609741885580668,0
69.11417921854768,77.64962111062594,1000.9420873856036,4.817524510938596,0.302248659299947,0.4688916802293303,0
69.11511471659003,93.55443269982462,1006.6666612965931,0.5282995791053162,0.18201174563452382,0.3811818053790223,0
232.48572061153254,33.104992793925135,1018.1978314649914,4.061813033424841,0.5148029416752947,0.6734046231908936,1
143.3353115482111,96.01222036276656,1009.4837554993643,0.48102735413080455,0.2905950201717998,0.47370338677644047,0
56.55390008704495,60.892705505464335,1012.1140257120658,1.4284481192238903,0.20276320537790238,0.2611482146745897,0
123.49072367156066,70.37295449129866,1008.0478581109918,0.4647593937205178,0.40515470587898555,0.40323563726116973,0
99.94801320323235,87.8015785597801,1023.1550026725665,0.9470724268642774,0.03606959402299478,0.4143388270379601,0
10.79574717452927,38.27852655321718,1017.8305243410381,12.503607262363879,0.17120279237001088,0.4817989966466982,0
33.56211413438531,66.19999387769883,997.7739708086846,0.3417767946653547,0.3731093598180174,0.3357123869523355,0
105.30828186740817,85.13223032565843,1022.0117986551143,1.5649764060531268,0.1807588744761864,0.4058581728183194,0
218.25884337417642,60.744253177596256,1018.9040235821839,3.3895598049399394,0.2838851996253211,0.7127230618699605,1
69.5926092479573,83.7061111125525,1023.847770219821,0.29813059502372075,0.23301816957979693,0.2343871908681039,0
52.90137195271518,80.14572579555693,1007.7128099893565,0.34634362534271623,0.5577138192787366,0.3085208382959047,0
90.70037707360828,72.53750312242796,1003.6099411326077,0.4638724295135818,0.2900858572591584,0.49763125993656676,0
50.26422403590488,78.98349414581149,1012.173215291963,3.1067973555148045,0.074240795240699,0.29577313512612763,0
65.88706905695942,89.41949955610194,1014.6304547320188,7.201815116013613,0.2296929254506693,0.5892729284010209,0
82.46512394701323,79.03751454713301,1024.853495470756,5.245918116686148,0.10049841362739981,0.5103838158111071,0
