wind_speed_kmh,sea_pressure_hpa,temperature_c,humidity_percent,wave_height_m,cyclone_risk,cyclone_severe
48.57400754839087,1020.0,28.233608483266917,74.27426868358684,1.9154616471664132,0.15301497621957272,0
163.36805133008409,1014.0043123094337,28.671507734468975,65.64487123773874,0.9831399218241997,0.3460592603678378,0
27.477228574238246,976.4720712974467,28.808447395459307,76.39504289113472,0.4401408011699989,0.22755539746386527,0
21.961149856249598,997.1491834025529,32.750989152380974,69.58277322558874,1.7324495580934303,0.2156067993255346,0
77.4640249921053,1010.1545923436561,25.667317139513315,67.88114869326034,3.7101946987816787,0.37049628054550804,0
110.41454509304569,985.3576849467247,22.783554911719435,95.09398578869552,0.989272328397147,0.43345611175464005,0
34.90194123557397,990.408944495077,26.50627086810207,84.30777745051307,4.91694092823305,0.39751796962027736,0
113.47732681591476,999.0636175016772,31.506159833231408,71.10517410186048,2.5540401936353376,0.4400371176909355,0
144.01980421690365,987.0494358212893,23.302047631205618,78.45068024536097,0.4966501804343886,0.34634166161683133,0
74.39689112433649,989.8545318305913,28.68735497030785,93.6150444583994,1.1251504570120294,0.34351678009149855,0
34.7023988280448,995.4617385056258,23.93213167152299,69.38937738614155,0.29613437070500415,0.2417084153587763,0
91.26214397382945,1020.0,25.823631529902006,77.3847678248361,0.03463075207492227,0.2725214547538682,0
70.0159132956112,999.6746311901786,28.875427875153804,65.3722976579425,0.048552692892363684,0.2616483745229313,0
58.594906715649614,993.7130741352278,28.586516280223407,83.45013025691668,2.568684584408951,0.3977177014157502,0
154.4973410367641,995.0299352870144,23.520779770782816,87.38267471812948,3.4150337153977524,0.46140083503185475,0
62.327811525867496,1011.135915389498,27.49582647182736,66.59919795046758,2.2821722680330034,0.23534358888134418,0
89.83977536962743,996.1567527377018,25.755668797575066,65.82318920102858,0.04051836790010713,0.22981840226376102,0
108.29893511437753,987.5934240063142,21.311904620491518,65.9228119832681,1.0828743546063637,0.287995093530732,0
127.61976751116349,1005.912012455285,33.167243001640244,78.48648853952442,4.409922580353756,0.36921736108606573,0
57.36440468367782,1004.6412496680291,29.159406384340805,73.9688705620633,1.387734390082462,0.21190758274433047,0
20.0,1001.7186968479067,28.222529483460722,70.9624180843841,2.213386362411849,0.18273998419121856,0
62.1607606169118,983.7962487302603,24.121196120896506,73.75051499503476,0.6027426852577495,0.297330402304324,0
47.01775987405277,1011.9833708289922,29.14908543451915,79.65988764671214,0.36331305598756186,0.262533859030111,0
122.70705155752412,1013.8393449764031,31.43880913272914,73.48525907830725,3.8619593908271046,0.2714223358295734,0
20.0,990.670406926231,25.549182547592533,75.44821570601896,1.577909423922851,0.23872534024905373,0
102.30415795070913,1020.0,27.94636904078497,68.95004042483004,2.3474478850246845,0.35690429926501543,0
69.01599573243712,1006.4054503163454,29.137781271221204,86.14636970171337,9.733197904569199,0.4723178352885168,0
